,age,sex,race,juv_misd_count,juv_fel_count,juv_other_count,priors_count,c_charge_degree,two_year_recid
76,22,1,0,0,0,0,1,0,1
77,22,1,1,0,0,0,0,1,0
78,26,0,0,0,0,0,1,1,1
79,27,1,1,0,0,0,1,1,1
80,32,1,0,0,0,0,0,1,0
81,41,1,0,0,0,0,1,0,0
82,30,1,0,0,0,0,8,0,1
83,50,1,0,0,0,0,0,1,1
84,25,1,0,6,1,1,14,1,1
85,20,1,0,0,0,0,0,1,1
86,22,1,0,0,1,0,2,1,1
87,23,1,0,0,0,1,2,0,1
88,35,0,0,0,0,0,1,0,0
89,36,1,0,0,0,0,9,1,1
90,26,1,1,0,0,0,7,1,1
91,21,1,0,0,0,0,1,1,1
92,25,1,1,0,0,0,9,1,1
93,71,1,0,0,0,0,12,0,0
94,20,0,1,0,0,0,0,1,0
95,39,1,1,0,0,0,2,1,1
96,66,1,1,0,0,0,3,1,0
97,54,0,1,0,0,0,0,0,0
98,44,0,0,0,0,0,0,0,0
99,19,1,0,0,0,0,1,0,1
100,24,1,0,0,0,0,1,1,0
101,30,1,0,0,0,0,1,1,0
102,39,0,1,0,0,0,0,1,1
103,24,1,1,1,0,2,8,1,1
104,30,1,1,0,0,0,0,1,0
105,31,1,1,0,0,0,0,0,0
106,39,0,1,0,0,0,1,1,0
107,59,1,0,0,0,0,14,1,1
108,43,1,1,0,0,0,1,1,0
109,21,1,0,0,0,0,3,1,1
110,38,1,1,0,0,0,5,0,1
111,34,1,1,0,0,0,0,1,0
112,33,1,0,0,0,0,5,1,1
113,37,1,0,0,0,0,3,1,0
114,42,1,1,0,0,0,1,1,1
115,41,1,0,1,0,0,10,1,1
116,22,1,0,0,0,0,0,1,1
117,33,1,0,12,0,2,28,1,1
118,31,1,0,0,0,0,1,0,0
119,30,0,0,0,0,0,1,1,0
120,31,1,1,0,0,0,13,1,1
121,27,1,0,0,0,0,3,1,1
122,56,1,0,0,0,0,8,1,0
123,52,1,1,0,0,0,3,0,0
124,33,1,0,0,0,0,19,1,1
125,64,0,1,0,0,0,2,0,0
126,22,1,1,0,0,0,4,1,1
127,42,1,1,0,0,0,6,1,0
128,25,0,1,0,0,0,2,1,0
129,30,1,1,0,0,0,1,0,0
130,28,1,1,0,0,0,2,1,0
131,37,0,0,0,0,0,2,0,0
132,28,1,1,0,0,0,0,0,1
133,24,0,0,0,0,0,0,0,0
134,29,0,1,1,0,0,10,1,1
135,44,1,1,0,0,0,2,0,1
136,30,0,0,0,0,0,4,1,1
137,32,1,0,0,0,0,3,1,1
138,31,1,1,0,0,0,2,0,1
139,31,1,0,0,0,0,1,0,0
140,59,1,1,0,0,0,1,1,1
141,45,0,1,0,0,0,4,1,0
142,20,0,0,0,1,0,1,1,0
143,43,0,1,0,0,0,0,0,0
144,38,1,0,1,1,0,9,1,1
145,32,1,0,0,0,0,11,1,1
146,33,1,0,0,0,0,8,0,1
147,31,0,0,0,0,0,0,1,1
148,33,0,0,0,0,0,7,1,1
149,27,1,0,0,0,0,2,1,1
150,20,0,0,0,0,0,0,1,0
151,26,0,1,0,0,0,0,0,0
152,61,0,0,0,0,0,1,1,1
153,52,1,0,0,0,0,13,1,1
154,63,1,0,0,0,0,1,1,0
155,32,0,0,0,0,0,4,1,1
156,29,1,0,0,0,0,1,1,0
157,46,0,0,0,0,0,1,1,0
158,26,0,0,0,0,0,2,0,1
159,55,1,0,0,0,0,3,0,0
160,39,1,1,0,1,0,1,0,0
161,30,0,1,0,0,0,3,1,1
162,30,1,0,0,0,0,1,1,0
163,48,1,1,0,0,0,2,0,0
164,22,1,0,0,0,0,1,1,0
165,46,1,1,0,0,0,6,1,1
166,49,0,1,0,0,0,6,1,0
167,31,1,1,0,0,0,0,1,0
168,25,1,0,0,0,0,1,0,1
169,23,1,0,0,0,0,0,1,0
170,32,0,0,0,0,0,5,1,0
171,52,1,0,0,0,0,2,0,0
172,62,1,0,0,0,0,8,1,0
173,37,0,1,0,0,0,6,1,0
174,55,1,1,0,0,0,1,1,0
175,31,1,0,0,0,0,8,1,1
176,28,1,0,0,0,0,6,0,1
177,54,1,0,0,0,0,2,1,0
178,58,1,0,0,0,0,0,1,0
179,78,1,1,0,0,0,1,0,1
180,56,1,1,0,0,0,0,1,0
181,24,1,0,0,0,0,0,1,0
182,38,1,0,2,2,1,22,1,1
183,22,1,0,0,0,0,1,1,1
184,47,1,0,0,0,0,23,0,1
185,23,1,0,0,0,0,0,0,1
186,57,1,0,0,0,0,1,1,0
187,38,0,1,0,0,0,2,1,1
188,66,1,0,0,0,0,3,1,0
189,45,1,1,0,0,0,8,0,1
190,52,0,0,0,0,0,0,0,1
191,32,1,0,0,0,0,13,1,1
192,37,1,0,0,0,0,2,0,1
193,39,1,1,0,0,0,0,1,1
194,26,1,0,0,0,0,9,1,1
195,45,1,1,0,0,0,2,1,0
196,23,1,0,0,0,0,0,1,1
197,34,1,0,0,0,0,2,0,0
198,23,0,0,0,0,0,1,0,0
199,36,1,0,0,0,0,2,0,1
200,50,1,1,0,0,0,1,1,0
201,37,0,1,0,0,0,0,0,0
202,44,1,1,0,0,0,4,0,0
203,35,0,0,1,0,0,23,1,1
204,24,1,0,0,0,0,5,1,1
205,26,1,0,0,0,0,2,1,1
206,27,1,0,0,0,0,0,0,0
207,28,0,0,0,0,0,0,1,0
208,43,1,1,0,0,0,11,1,1
209,28,0,1,0,0,0,7,1,1
210,38,1,0,0,0,0,2,1,0
211,27,1,1,0,0,0,2,0,0
212,28,0,0,0,0,0,1,1,0
213,56,1,1,0,0,0,7,1,1
214,38,1,0,0,0,0,15,1,0
215,28,1,0,0,0,0,2,0,0
216,45,1,0,0,0,0,3,1,0
217,28,1,0,0,0,0,0,0,0
218,61,1,1,0,0,0,1,1,0
219,51,0,1,0,0,0,0,0,1
220,51,1,1,0,0,0,0,0,0
221,36,1,0,0,0,0,1,0,1
222,48,1,0,0,0,0,0,1,0
223,37,1,1,0,0,0,4,1,1
224,30,0,0,0,0,0,2,1,0
225,41,0,0,0,0,0,5,0,0
226,27,1,0,0,0,0,11,1,1
227,37,1,0,0,0,0,0,0,0
228,33,1,0,0,0,0,4,1,1
229,54,1,0,0,0,0,11,1,0
230,23,1,0,0,0,0,2,1,0
231,26,0,0,0,0,0,2,1,1
232,41,1,0,0,0,0,0,0,0
233,52,1,1,0,0,0,0,1,0
234,43,1,1,0,0,0,13,1,1
235,52,1,0,0,0,0,0,1,0
236,28,1,1,0,0,0,1,1,0
237,30,1,0,0,0,2,11,0,1
238,28,1,1,0,0,0,1,1,0
239,22,1,0,0,0,0,0,1,0
240,30,1,0,0,0,0,4,1,0
241,25,1,0,0,0,0,4,1,0
242,31,1,1,0,0,0,0,1,1
243,37,1,1,0,0,0,0,1,1
244,32,1,0,1,0,0,14,1,0
245,26,1,0,1,0,0,4,0,0
246,53,1,1,0,0,0,1,0,0
247,28,1,0,0,0,0,25,1,1
248,44,1,1,0,0,0,8,0,1
249,25,1,0,0,0,0,0,1,0
250,22,1,1,0,0,1,1,0,1
251,37,0,0,0,0,0,0,0,0
252,40,0,0,0,0,0,3,1,0
253,36,1,1,0,0,0,8,1,1
254,30,1,1,0,0,0,4,1,0
255,22,1,0,0,0,0,3,0,1
256,24,0,1,0,0,0,1,0,1
257,27,1,0,0,0,0,3,0,1
258,31,0,0,0,0,0,0,0,0
259,23,1,0,0,0,1,1,1,1
260,23,0,1,0,0,4,5,1,1
261,24,1,0,0,0,0,0,0,0
262,29,1,0,0,0,0,1,0,0
263,20,1,0,0,0,0,1,1,1
264,30,1,0,0,0,0,2,1,1
265,39,1,0,0,0,0,0,1,0
266,27,1,0,0,0,0,4,1,0
267,31,1,1,0,0,0,2,0,0
268,37,0,0,0,0,0,2,1,0
269,20,1,0,0,0,0,0,1,0
270,22,1,0,0,0,1,0,1,0
271,52,0,0,0,0,0,0,1,0
272,23,0,0,0,0,0,0,1,1
273,48,0,0,0,0,0,0,1,0
274,66,1,0,0,0,0,8,1,1
275,25,1,1,0,0,0,0,1,0
276,27,1,1,0,0,0,0,1,1
277,30,1,0,0,0,0,11,1,1
278,22,1,0,1,0,1,3,0,1
279,22,0,1,0,0,0,1,1,0
280,35,1,0,0,0,0,2,1,0
281,32,1,1,0,0,0,2,1,0
282,41,0,0,0,0,0,2,0,0
283,25,0,0,0,0,0,0,1,0
284,44,1,0,0,0,0,24,0,0
285,52,1,0,0,0,0,3,1,1
286,43,1,0,0,0,0,0,1,0
287,37,1,1,0,0,0,3,1,0
288,28,1,0,0,0,0,3,0,1
289,70,1,1,0,0,0,1,0,0
290,54,1,1,0,0,0,6,1,1
291,46,1,1,0,0,0,3,1,0
292,21,1,0,0,0,0,0,0,1
293,26,1,0,0,0,0,1,0,1
294,38,1,0,0,0,0,3,1,1
295,34,1,1,0,0,0,5,0,0
296,19,1,0,0,0,0,1,1,1
297,34,1,0,0,0,0,5,0,0
298,23,1,1,0,0,0,0,1,1
299,34,1,0,0,0,0,5,1,1
300,30,1,0,0,0,0,2,1,0
301,39,1,0,0,0,0,6,1,1
302,24,1,0,0,0,0,0,1,0
303,33,1,1,0,0,0,1,0,1
304,58,1,1,0,0,0,2,1,0
305,21,0,0,0,0,0,0,0,0
306,21,1,0,0,0,0,1,1,0
307,23,1,0,0,0,1,4,0,1
308,62,1,1,0,0,0,0,1,0
309,27,1,0,0,1,1,4,0,1
310,37,1,1,0,0,0,5,1,0
311,43,1,0,0,0,0,2,1,1
312,32,0,0,0,0,0,5,1,0
313,23,1,0,0,0,0,0,1,0
314,27,1,0,0,0,0,0,0,0
315,44,1,1,0,0,0,0,0,1
316,28,1,1,0,0,0,3,0,1
317,42,0,1,0,0,0,0,1,0
318,24,1,0,1,0,0,9,1,1
319,27,1,0,0,0,0,0,1,0
320,20,1,0,0,0,0,0,1,1
321,51,0,1,0,0,0,0,0,0
322,56,1,1,0,0,0,0,0,0
323,29,1,0,0,0,0,7,1,0
324,20,1,0,0,0,0,0,1,1
325,53,1,1,0,0,0,6,1,0
326,27,1,1,0,0,0,8,1,0
327,24,1,0,1,0,0,2,1,1
328,53,1,1,0,0,0,36,1,1
329,28,1,1,0,0,0,2,0,1
330,45,1,0,0,0,0,1,1,0
331,21,1,0,1,0,0,3,1,0
332,36,0,0,0,0,0,0,1,0
333,25,0,1,0,0,0,2,0,1
334,23,0,0,0,0,0,1,0,0
335,28,1,1,0,0,0,1,1,0
336,21,0,0,0,0,0,0,1,1
337,36,1,1,0,0,0,0,0,0
338,24,1,0,0,0,0,0,1,0
339,28,1,0,0,0,0,3,1,1
340,30,1,0,0,0,0,1,1,1
341,29,1,0,0,0,0,0,1,0
342,30,0,1,0,0,0,0,0,0
343,51,1,0,0,0,0,1,0,0
344,33,1,0,0,0,0,3,1,0
345,25,0,0,0,0,0,2,1,0
346,32,1,0,1,0,0,12,1,1
347,23,1,0,0,0,1,1,1,0
348,47,1,0,0,0,0,3,1,0
349,32,0,0,0,0,0,1,1,1
350,37,1,1,0,0,0,0,1,0
351,19,1,0,2,0,0,2,1,1
352,27,1,0,0,0,0,0,0,0
353,39,1,0,0,0,0,0,0,0
354,21,0,1,0,0,2,0,1,0
355,69,1,1,0,0,0,0,0,0
356,21,1,1,0,0,0,2,1,0
357,26,1,0,0,0,1,6,0,1
358,22,1,1,0,0,0,0,1,0
359,23,0,0,0,0,0,0,1,1
360,49,1,0,0,0,0,3,1,0
361,29,1,0,0,0,1,2,0,0
362,60,0,1,0,0,0,0,0,0
363,26,0,0,0,0,0,0,0,0
364,23,1,0,0,2,0,3,1,1
365,34,1,0,0,0,0,2,0,1
366,20,0,0,0,1,0,1,1,0
367,36,1,0,0,0,0,1,1,0
368,30,1,1,0,0,0,0,1,0
369,21,1,0,1,0,0,1,1,0
370,22,1,1,0,0,0,2,0,1
371,57,1,0,0,0,0,18,1,0
372,21,1,0,0,0,0,4,1,1
373,21,1,0,0,0,0,0,1,1
374,34,1,1,0,0,0,1,0,0
375,50,0,1,0,0,0,1,0,1
376,40,1,1,0,0,0,0,1,1
377,25,1,0,0,0,0,7,1,1
378,53,0,1,0,0,0,1,0,0
379,24,0,0,0,0,0,0,1,0
380,42,1,0,0,0,0,1,1,0
381,28,1,0,0,0,0,1,0,0
382,24,1,1,0,0,0,1,0,0
383,26,1,0,1,1,0,6,1,1
384,22,1,0,0,0,0,4,1,1
385,21,1,1,0,0,0,3,0,0
386,37,1,0,0,0,0,23,1,1
387,35,1,0,0,0,0,2,1,0
388,53,1,0,0,0,0,2,1,0
389,60,1,0,0,0,0,1,1,0
390,29,1,0,0,0,0,7,1,0
391,48,1,1,0,1,0,23,1,1
392,52,0,1,0,0,0,0,0,0
393,27,1,0,0,0,0,12,1,1
394,28,1,0,0,0,0,5,1,0
395,33,1,1,0,0,0,3,0,0
396,28,0,0,0,0,0,0,1,0
397,47,1,1,0,0,0,5,1,1
398,36,1,0,0,0,0,14,1,1
399,29,1,0,0,1,0,2,1,0
400,22,1,0,0,0,1,0,0,1
401,26,1,0,0,0,2,6,1,0
402,25,1,1,0,0,0,0,1,0
403,68,1,1,0,0,0,2,1,0
404,56,1,0,0,0,0,5,1,0
405,27,1,0,0,0,0,9,1,1
406,52,1,1,0,0,0,4,1,1
407,32,1,0,0,0,0,3,1,0
408,60,1,0,0,0,0,4,1,0
409,23,1,0,0,0,0,1,0,0
410,39,0,1,0,0,0,0,0,0
411,56,1,1,0,0,0,0,0,0
412,22,0,0,0,0,0,0,1,0
413,27,0,0,0,0,0,1,1,1
414,53,1,0,0,0,0,11,1,0
415,25,1,1,0,0,0,0,0,1
416,21,1,0,0,0,0,0,0,0
417,22,1,1,0,0,0,0,1,0
418,58,0,1,0,0,0,2,0,0
419,31,1,0,0,0,0,7,0,1
420,22,1,1,0,0,0,1,1,1
421,28,1,0,0,0,0,8,1,1
422,42,1,0,0,0,0,1,1,0
423,20,1,0,0,0,0,0,1,1
424,29,1,1,0,0,0,0,0,1
425,29,1,0,0,0,0,8,1,0
426,58,1,0,0,0,0,21,0,1
427,22,1,0,0,0,0,3,1,0
428,48,1,0,0,0,0,1,0,1
429,37,1,1,0,0,0,0,1,0
430,57,1,0,0,0,0,1,1,1
431,27,1,1,0,0,0,3,0,0
432,26,1,0,0,0,0,3,1,0
433,24,1,1,1,0,1,3,1,1
434,33,1,1,0,0,0,0,1,0
435,29,1,0,0,0,0,2,1,0
436,24,0,0,0,0,0,3,1,1
437,19,1,1,0,0,1,1,1,1
438,36,1,1,0,0,0,2,0,0
439,24,0,1,0,0,0,0,1,0
440,34,1,1,0,0,0,0,0,0
441,25,1,0,0,0,0,2,1,1
442,20,1,0,0,1,1,1,1,1
443,28,1,0,0,0,0,2,0,1
444,24,1,0,0,0,0,1,0,1
445,61,1,1,0,0,0,4,1,0
446,50,0,0,0,0,0,3,1,0
447,30,1,0,0,0,0,1,0,0
448,38,1,0,0,0,0,5,1,0
449,24,1,1,0,0,0,0,0,0
450,45,1,0,0,0,0,16,1,0
451,46,0,0,0,0,0,2,1,1
452,41,1,1,0,0,0,0,0,1
453,20,1,0,0,0,1,0,1,1
454,27,1,0,0,0,0,13,0,1
455,51,0,0,0,0,0,16,1,0
456,26,1,0,0,0,0,1,0,1
457,29,1,0,0,0,0,3,1,1
458,52,1,1,0,0,0,6,1,1
459,28,1,1,0,0,0,1,1,1
460,34,0,0,0,0,0,4,1,1
461,55,1,0,0,0,0,5,1,1
462,26,1,0,1,1,0,10,1,1
463,28,1,0,0,0,0,5,1,0
464,63,1,1,0,0,0,2,1,0
465,42,1,0,0,0,0,0,1,0
466,23,1,0,2,1,2,6,1,0
467,54,1,0,0,0,0,28,1,1
468,35,1,0,0,0,1,8,1,1
469,24,0,0,0,1,0,6,1,1
470,54,1,0,0,0,0,2,0,0
471,58,1,0,0,0,0,12,0,1
472,23,1,1,0,0,1,1,0,1
473,35,1,0,0,0,0,1,0,0
474,20,1,0,0,0,0,1,1,1
475,51,1,1,0,0,0,0,1,0
476,24,1,0,0,0,0,0,1,0
477,37,1,1,0,0,0,3,1,0
478,47,1,1,0,0,0,3,1,0
479,34,1,1,0,0,0,4,1,1
480,56,1,1,0,0,0,0,1,0
481,34,1,0,0,0,0,4,1,1
482,59,1,1,0,0,0,1,1,1
483,35,1,0,0,0,0,0,1,0
484,58,1,0,0,0,0,1,1,0
485,29,1,0,0,0,0,2,0,0
486,24,0,1,0,0,1,6,1,1
487,21,1,1,0,0,4,2,0,1
488,26,1,0,0,0,0,2,0,0
489,50,1,0,0,0,0,5,1,1
490,26,1,0,0,0,0,1,1,0
491,30,0,1,0,0,0,0,0,0
492,29,1,1,0,0,0,6,1,1
493,29,1,1,0,0,0,0,0,1
494,54,1,0,0,0,0,0,0,0
495,29,1,0,0,0,0,4,1,1
496,59,0,1,0,0,0,0,0,0
497,38,1,0,0,0,0,0,1,0
498,22,0,0,0,0,0,2,1,1
499,29,1,0,0,0,0,4,1,1
500,27,1,1,0,0,0,1,0,1
501,26,1,0,0,0,0,7,1,1
502,52,1,0,0,0,0,20,1,0
503,66,1,0,0,0,0,33,1,1
504,27,1,1,0,0,0,2,1,0
505,51,1,1,0,0,0,1,0,0
506,35,1,1,0,0,0,1,1,0
507,26,1,0,0,0,0,1,1,0
508,52,1,1,0,0,0,4,0,0
509,35,0,0,0,0,0,12,0,0
510,48,1,0,0,0,0,12,1,0
511,26,0,0,0,0,0,0,0,0
512,48,0,1,0,0,0,0,0,0
513,30,1,0,0,0,0,7,0,0
514,28,1,0,0,0,0,2,0,0
515,33,1,0,0,0,0,2,0,0
516,34,0,0,0,0,0,6,1,0
517,25,1,0,0,0,0,0,0,0
518,59,1,0,0,0,0,10,1,1
519,29,1,0,0,0,0,5,1,1
520,24,1,1,0,0,0,0,1,0
521,48,1,1,0,0,0,1,1,1
522,55,1,0,0,0,0,0,0,1
523,52,1,0,0,0,0,4,0,0
524,20,1,0,0,0,0,0,1,1
525,25,1,1,0,0,0,4,1,1
526,24,1,1,0,0,0,0,1,0
527,23,1,1,0,0,0,0,0,0
528,27,1,1,1,0,3,6,1,0
529,25,1,0,1,0,0,1,0,1
530,31,1,0,0,0,0,0,1,0
531,25,1,0,1,0,0,6,1,1
532,32,1,1,0,0,0,1,1,1
533,21,1,1,0,0,0,0,1,1
534,37,1,0,0,0,0,1,1,0
535,25,1,1,0,0,0,0,1,0
536,32,1,0,1,1,0,20,1,0
537,35,1,0,0,0,0,0,1,0
538,42,1,0,0,0,0,14,1,1
539,24,1,1,0,0,1,9,0,1
540,22,1,1,0,1,4,6,1,1
541,21,1,0,0,0,0,0,1,1
542,47,1,1,0,0,0,1,0,0
543,27,1,0,0,0,0,5,1,1
544,43,1,0,0,0,0,2,0,1
545,46,1,1,0,0,0,2,1,1
546,44,1,0,0,0,0,1,0,0
547,27,1,0,0,0,0,0,1,0
548,23,1,1,0,0,0,2,1,0
549,50,0,0,0,0,0,1,1,0
550,42,1,0,0,0,0,8,1,0
551,58,1,0,0,0,0,6,1,0
552,26,1,0,0,0,1,3,1,0
553,48,0,0,0,0,0,0,1,0
554,39,1,0,0,0,0,3,1,1
555,21,1,0,2,0,0,3,1,1
556,63,1,1,0,0,0,1,0,0
557,22,1,0,1,0,0,3,1,1
558,50,1,0,0,0,0,3,0,0
559,38,1,0,0,0,0,0,1,0
560,41,1,1,0,0,0,1,1,0
561,28,1,0,0,8,1,16,1,1
562,30,0,0,0,0,0,0,0,0
563,23,1,0,0,0,0,1,1,0
564,25,1,1,0,0,0,2,1,1
565,40,1,1,0,0,0,5,1,0
566,24,1,0,0,0,0,8,1,0
567,27,1,0,0,0,0,5,0,1
568,44,1,1,0,0,0,11,0,0
569,35,0,0,0,0,0,6,1,1
570,42,1,1,0,0,0,0,0,0
571,38,1,0,0,0,0,15,1,0
572,26,1,0,0,0,0,4,1,0
573,25,0,0,0,0,0,0,0,0
574,24,1,1,0,0,0,1,1,0
575,64,1,0,0,0,0,1,1,0
576,49,0,1,0,0,0,2,0,1
577,50,1,1,0,0,0,5,1,1
578,28,1,1,0,0,0,8,1,1
579,66,1,1,0,0,0,0,0,1
580,46,0,1,0,0,0,0,0,0
581,30,1,0,0,0,1,5,1,1
582,22,0,1,0,0,0,0,0,0
583,23,1,1,0,0,0,1,0,0
584,30,1,0,0,0,0,0,0,1
585,24,1,0,0,1,0,10,1,1
586,31,1,0,0,0,0,0,0,0
587,31,1,0,0,0,0,1,1,0
588,21,1,0,0,4,0,4,1,1
589,28,1,0,0,0,0,4,1,0
590,25,1,0,0,0,0,0,0,0
591,21,0,1,0,0,0,0,1,0
592,27,1,0,0,0,0,0,0,0
593,20,1,0,0,0,0,0,0,1
594,32,1,0,0,0,0,1,1,0
595,24,0,1,0,0,1,0,1,0
596,20,1,0,0,1,0,1,1,0
597,31,1,0,0,0,0,3,0,1
598,27,1,0,0,0,0,3,0,1
599,59,1,0,0,0,0,17,1,1
600,40,1,0,0,0,0,0,1,0
601,22,1,0,0,0,0,11,1,1
602,38,0,0,0,0,0,1,1,0
603,36,1,0,0,0,0,1,0,1
604,30,1,0,0,0,0,1,0,0
605,27,1,1,0,0,0,6,1,1
606,43,1,0,0,0,0,1,0,0
607,59,0,1,0,0,0,0,0,0
608,37,1,1,0,0,0,2,0,0
609,28,1,0,0,0,0,5,0,1
610,38,1,1,0,0,0,0,1,0
611,22,1,0,0,0,1,0,1,1
612,43,1,0,0,0,0,1,0,0
613,25,1,0,0,0,0,4,1,1
614,51,1,1,0,0,0,0,0,0
615,30,1,0,0,0,0,6,1,1
616,29,1,1,0,0,0,2,0,1
617,28,1,0,0,0,0,10,1,0
618,26,1,0,0,0,0,6,0,0
619,55,1,0,0,0,0,9,0,1
620,23,0,1,0,0,0,3,1,0
621,22,0,0,0,0,0,0,0,0
622,19,0,1,0,0,0,2,1,1
623,31,1,0,0,0,0,1,0,0
624,29,1,0,0,0,0,0,0,0
625,61,1,0,0,0,0,15,1,1
626,24,1,0,0,0,0,4,1,1
627,31,1,0,0,0,0,0,0,0
628,20,1,0,1,0,1,4,1,1
629,26,1,1,0,0,0,3,1,1
630,27,1,1,0,0,0,5,0,0
631,25,1,1,0,0,0,1,1,0
632,23,1,1,2,0,0,3,1,1
633,38,1,0,0,0,0,0,1,0
634,27,1,0,2,0,1,18,1,1
635,35,0,1,0,0,0,0,1,1
636,22,1,0,0,0,0,0,1,0
637,58,0,0,0,0,0,4,1,1
638,57,0,1,0,0,0,0,0,1
639,21,1,0,0,0,1,0,1,0
640,22,0,0,0,0,0,0,1,0
641,30,1,0,0,0,0,0,1,0
642,24,1,1,0,0,0,1,1,1
643,22,1,1,0,0,0,2,1,1
644,29,1,1,0,0,0,3,1,1
645,30,1,0,0,0,0,8,1,1
646,31,0,0,0,0,0,10,1,0
647,45,0,1,0,0,0,1,1,0
648,23,1,0,0,0,0,4,1,0
649,39,1,1,0,0,0,2,1,1
650,31,1,0,0,0,0,0,1,1
651,22,1,0,0,0,0,1,1,1
652,27,0,0,0,0,0,9,1,1
653,27,1,0,0,0,0,13,1,1
654,38,1,1,0,0,0,1,1,1
655,31,1,0,0,0,0,23,1,1
656,47,1,0,0,0,0,20,1,0
657,22,1,0,1,0,0,3,1,0
658,35,1,0,0,0,1,1,0,1
659,23,1,0,0,0,0,2,0,1
660,65,1,0,0,0,0,2,0,1
661,35,1,0,0,0,0,0,0,0
662,33,0,0,0,0,0,0,1,0
663,53,1,1,0,0,0,1,0,0
664,52,1,0,0,0,0,0,1,0
665,21,1,0,0,0,0,0,1,0
666,37,1,0,0,0,0,11,1,0
667,30,1,0,0,0,0,4,0,1
668,33,1,1,0,0,0,5,1,0
669,31,1,0,0,0,0,2,0,0
670,54,1,0,0,0,0,0,1,0
671,31,0,0,0,0,0,0,0,0
672,59,0,1,0,0,0,2,1,0
673,27,1,0,0,0,0,0,0,0
674,36,1,0,0,0,0,0,0,1
675,46,1,0,0,0,0,17,1,1
676,22,1,0,0,0,1,3,1,0
677,28,0,1,0,0,0,0,0,0
678,34,0,1,0,0,1,15,1,1
679,29,1,0,0,0,0,7,1,1
680,23,1,0,0,0,1,2,0,1
681,27,1,0,0,0,0,3,1,0
682,21,1,0,0,0,1,0,1,1
683,48,1,1,0,0,0,3,1,1
684,30,1,0,0,0,0,15,1,1
685,32,0,0,0,0,0,2,1,0
686,31,1,0,0,0,0,5,1,0
687,36,1,0,1,0,0,4,0,0
688,36,1,0,0,0,0,1,0,0
689,44,1,0,0,0,0,14,1,1
690,53,1,1,0,0,0,2,1,0
691,33,1,0,0,0,0,3,0,1
692,21,1,0,0,1,0,2,1,0
693,33,1,0,0,0,0,4,1,1
