,sex,LSAT,UGPA,ZFYA,first_pf,White
68,1,0.48648648648648646,0.5476190476190476,0,0.0,1
69,1,0.5405405405405406,0.8809523809523809,0,1.0,1
70,0,0.3243243243243244,0.6190476190476191,1,1.0,0
71,1,0.7027027027027026,0.9047619047619047,1,1.0,1
72,0,0.5945945945945945,0.7857142857142856,0,1.0,1
73,1,0.6486486486486487,0.7857142857142856,0,1.0,1
74,1,0.6756756756756757,0.7619047619047619,1,1.0,1
76,1,0.6621621621621623,0.5714285714285714,0,1.0,1
77,1,0.8108108108108107,0.8095238095238094,0,1.0,1
78,0,0.6216216216216217,0.8333333333333333,1,1.0,1
79,0,0.4324324324324325,0.6904761904761905,0,1.0,0
80,1,0.48648648648648646,0.7857142857142856,0,0.0,1
81,0,0.5945945945945945,0.7857142857142856,1,1.0,1
82,1,0.5675675675675675,0.6904761904761905,0,1.0,1
83,1,0.7567567567567568,0.5476190476190476,1,1.0,1
84,1,0.3243243243243244,0.8809523809523809,0,1.0,0
85,0,0.7567567567567568,0.8095238095238094,0,1.0,1
86,0,0.7567567567567568,0.7142857142857142,0,1.0,1
87,0,0.5675675675675675,0.9047619047619047,0,1.0,1
88,1,0.48648648648648646,0.7857142857142856,0,0.0,1
89,1,0.5405405405405406,0.7142857142857142,0,1.0,1
90,0,0.6756756756756757,0.7857142857142856,0,1.0,1
91,1,0.4324324324324325,0.5714285714285714,0,0.0,0
92,1,0.5135135135135136,0.8333333333333333,1,1.0,1
94,1,0.7297297297297298,0.8333333333333333,1,1.0,1
95,0,0.6216216216216217,0.6666666666666666,0,1.0,1
96,1,0.7027027027027026,0.8809523809523809,1,1.0,1
97,0,0.6756756756756757,0.6428571428571429,0,1.0,0
98,1,0.8648648648648649,0.7142857142857142,1,1.0,1
99,1,0.8378378378378377,0.6904761904761905,0,1.0,1
100,1,0.6081081081081081,0.8095238095238094,1,1.0,1
101,1,0.37837837837837834,0.6904761904761905,0,1.0,1
102,0,0.7297297297297298,0.8095238095238094,1,1.0,1
103,1,0.8378378378378377,0.8571428571428571,1,1.0,1
104,1,0.7027027027027026,0.8333333333333333,0,1.0,1
106,1,0.5,0.8333333333333333,0,1.0,1
107,1,0.8108108108108107,0.738095238095238,0,1.0,1
108,0,0.7297297297297298,0.8571428571428571,0,1.0,1
109,0,0.8378378378378377,0.7619047619047619,0,1.0,1
110,0,0.6621621621621623,0.7857142857142856,1,1.0,1
111,0,0.6756756756756757,0.8571428571428571,0,1.0,1
112,0,0.7567567567567568,0.8333333333333333,0,1.0,1
114,1,0.4594594594594595,0.6904761904761905,0,0.0,1
115,0,0.8378378378378377,0.7857142857142856,0,1.0,1
116,0,0.8648648648648649,0.8333333333333333,1,1.0,1
117,1,0.8648648648648649,0.738095238095238,1,1.0,1
118,1,0.6486486486486487,0.7619047619047619,0,1.0,1
120,1,0.7837837837837838,0.8809523809523809,0,1.0,1
121,0,0.8378378378378377,0.5952380952380952,0,1.0,1
122,0,0.8378378378378377,0.6428571428571429,0,1.0,1
123,0,0.7837837837837838,0.8809523809523809,1,1.0,1
124,0,0.7297297297297298,0.8333333333333333,1,1.0,1
125,1,0.7837837837837838,0.7857142857142856,0,1.0,1
126,0,0.7567567567567568,0.8333333333333333,1,1.0,1
127,0,0.6756756756756757,0.8571428571428571,0,1.0,1
128,0,0.7297297297297298,0.8571428571428571,0,1.0,1
129,1,0.6756756756756757,0.7142857142857142,0,1.0,1
130,1,0.7567567567567568,0.7619047619047619,0,1.0,1
131,0,0.7027027027027026,0.9285714285714285,1,1.0,1
132,1,0.5540540540540542,0.6428571428571429,1,1.0,1
133,0,0.8108108108108107,0.9523809523809523,1,1.0,1
134,1,0.8108108108108107,0.7142857142857142,0,1.0,1
135,0,0.6756756756756757,0.7857142857142856,1,1.0,1
136,1,0.6486486486486487,0.9047619047619047,0,1.0,1
137,0,0.7567567567567568,0.8809523809523809,0,1.0,1
138,0,0.7027027027027026,0.9047619047619047,1,1.0,1
140,1,0.7027027027027026,0.738095238095238,0,1.0,1
141,1,0.6756756756756757,0.9047619047619047,0,0.0,1
142,1,0.7837837837837838,0.7857142857142856,0,1.0,1
144,0,0.9189189189189189,0.7857142857142856,1,1.0,1
145,1,0.6486486486486487,0.6190476190476191,0,1.0,1
146,0,0.7027027027027026,0.8571428571428571,0,1.0,1
147,1,0.7837837837837838,0.9047619047619047,1,1.0,1
148,1,0.7567567567567568,0.8095238095238094,1,1.0,1
149,1,0.5945945945945945,0.9285714285714285,1,1.0,1
150,1,0.7837837837837838,0.8571428571428571,1,1.0,1
151,1,0.7297297297297298,0.9047619047619047,1,1.0,1
152,0,0.8108108108108107,0.7857142857142856,1,1.0,1
153,1,0.6216216216216217,0.6904761904761905,0,1.0,1
154,1,0.7837837837837838,0.738095238095238,1,1.0,1
156,0,0.7297297297297298,0.7857142857142856,0,1.0,0
157,0,0.7837837837837838,0.7619047619047619,1,1.0,1
158,1,0.5810810810810811,0.8095238095238094,0,1.0,1
159,0,0.8108108108108107,0.8095238095238094,1,1.0,1
160,0,0.7027027027027026,0.8333333333333333,0,1.0,1
161,1,0.8108108108108107,0.7857142857142856,1,1.0,1
162,0,0.7567567567567568,0.8571428571428571,0,1.0,1
163,1,0.7297297297297298,0.8333333333333333,1,1.0,1
164,1,0.8378378378378377,0.738095238095238,1,1.0,1
165,0,0.7027027027027026,0.8571428571428571,1,1.0,1
166,0,0.5675675675675675,0.6666666666666666,0,1.0,0
167,0,0.7567567567567568,0.8571428571428571,0,1.0,1
168,0,0.5675675675675675,0.6666666666666666,0,1.0,1
169,1,0.8108108108108107,0.738095238095238,0,1.0,1
170,0,0.6756756756756757,0.8809523809523809,1,1.0,1
172,1,0.7297297297297298,0.8095238095238094,0,1.0,1
173,1,0.6216216216216217,0.7857142857142856,1,1.0,1
174,1,0.7297297297297298,0.8571428571428571,1,1.0,1
175,1,0.8648648648648649,0.6904761904761905,1,1.0,1
176,0,0.6486486486486487,0.8809523809523809,1,1.0,1
177,1,0.7027027027027026,0.8571428571428571,0,1.0,0
178,0,0.7027027027027026,0.9285714285714285,1,1.0,1
179,1,0.7837837837837838,0.7619047619047619,1,1.0,1
180,0,0.9189189189189189,0.7619047619047619,1,1.0,1
181,1,0.7702702702702702,0.7857142857142856,1,1.0,1
182,1,0.7837837837837838,0.7857142857142856,1,1.0,1
184,0,0.7297297297297298,0.8095238095238094,0,1.0,1
185,1,0.7837837837837838,0.8095238095238094,1,1.0,1
186,0,0.5810810810810811,0.6666666666666666,0,1.0,0
187,1,0.6756756756756757,0.8809523809523809,1,1.0,1
189,0,0.5135135135135136,0.8333333333333333,0,1.0,1
190,1,0.7027027027027026,0.8809523809523809,1,1.0,1
191,0,0.6621621621621623,0.7142857142857142,0,1.0,0
192,0,0.5405405405405406,0.8095238095238094,0,1.0,0
193,1,0.6756756756756757,0.6428571428571429,0,1.0,1
194,0,0.6486486486486487,0.6904761904761905,1,1.0,1
195,0,0.47297297297297297,0.7619047619047619,1,1.0,1
196,1,0.7567567567567568,0.5714285714285714,1,1.0,1
197,0,0.8108108108108107,0.9285714285714285,1,1.0,1
198,1,0.48648648648648646,0.8333333333333333,1,1.0,1
199,1,0.6891891891891893,0.738095238095238,0,1.0,1
200,1,0.7567567567567568,0.9047619047619047,0,1.0,1
201,1,0.6756756756756757,0.7142857142857142,1,1.0,1
202,1,0.6756756756756757,0.6904761904761905,0,1.0,1
203,1,0.6756756756756757,0.6904761904761905,1,1.0,1
204,1,0.7027027027027026,0.6666666666666666,1,1.0,1
205,1,0.7297297297297298,0.7619047619047619,1,1.0,1
206,1,0.5540540540540542,0.738095238095238,1,1.0,1
207,1,0.7027027027027026,0.738095238095238,0,1.0,1
208,1,0.4243243243243244,0.7857142857142856,0,1.0,1
209,0,0.5675675675675675,0.8809523809523809,0,1.0,0
210,0,0.5405405405405406,0.7142857142857142,1,1.0,1
211,0,0.5864864864864865,0.738095238095238,1,1.0,1
212,1,0.6486486486486487,0.7619047619047619,0,1.0,1
213,0,0.5405405405405406,0.7619047619047619,1,1.0,1
214,1,0.5945945945945945,0.7142857142857142,0,1.0,1
215,0,0.5945945945945945,0.738095238095238,1,1.0,1
216,1,0.6351351351351351,0.6904761904761905,1,1.0,1
217,0,0.7567567567567568,0.976190476190476,1,1.0,1
218,1,0.6216216216216217,0.738095238095238,0,1.0,1
220,1,0.6216216216216217,0.6666666666666666,1,1.0,1
221,0,0.7027027027027026,0.6666666666666666,0,1.0,1
223,0,0.37837837837837834,0.7619047619047619,0,1.0,1
224,1,0.5945945945945945,0.6904761904761905,1,1.0,1
225,0,0.48648648648648646,0.738095238095238,0,1.0,0
226,0,0.6216216216216217,0.7142857142857142,0,0.0,1
227,0,0.6216216216216217,0.6428571428571429,1,1.0,1
228,0,0.527027027027027,0.7142857142857142,0,1.0,1
229,0,0.5945945945945945,0.7857142857142856,1,1.0,1
230,1,0.6216216216216217,0.6904761904761905,0,0.0,1
231,0,0.5135135135135136,0.8095238095238094,1,1.0,1
233,0,0.7297297297297298,0.5714285714285714,0,1.0,1
234,1,0.5810810810810811,0.738095238095238,1,1.0,1
235,0,0.7837837837837838,0.9523809523809523,1,1.0,1
236,0,0.8378378378378377,0.9523809523809523,1,1.0,1
237,0,0.6486486486486487,0.7619047619047619,1,1.0,1
238,0,0.48648648648648646,0.8095238095238094,0,1.0,1
239,1,0.6486486486486487,0.6904761904761905,0,1.0,1
241,0,0.5675675675675675,0.738095238095238,0,1.0,1
242,1,0.4324324324324325,0.5476190476190476,0,1.0,1
243,0,0.7297297297297298,0.7142857142857142,1,1.0,1
244,1,0.5405405405405406,0.6428571428571429,0,0.0,1
245,0,0.7297297297297298,0.7142857142857142,1,1.0,1
246,0,0.47297297297297297,0.9285714285714285,1,1.0,1
247,1,0.6216216216216217,0.6190476190476191,0,1.0,1
248,0,0.5405405405405406,0.7142857142857142,0,1.0,1
249,1,0.5945945945945945,0.6904761904761905,0,1.0,1
250,0,0.6486486486486487,0.6428571428571429,0,1.0,1
251,0,0.5810810810810811,0.6666666666666666,0,1.0,1
252,0,0.6756756756756757,0.6190476190476191,0,0.0,1
253,1,0.7027027027027026,0.8095238095238094,1,1.0,1
255,0,0.5945945945945945,0.7619047619047619,0,1.0,1
256,0,0.7027027027027026,0.6904761904761905,1,1.0,1
257,1,0.39189189189189194,0.6666666666666666,0,1.0,1
258,1,0.7297297297297298,0.6190476190476191,1,1.0,1
259,1,0.6216216216216217,0.6428571428571429,0,1.0,1
261,1,0.6486486486486487,0.6904761904761905,1,1.0,1
262,1,0.5,0.6666666666666666,1,1.0,1
263,0,0.8108108108108107,0.7142857142857142,1,1.0,1
265,1,0.6486486486486487,0.7619047619047619,0,1.0,1
266,1,0.6216216216216217,0.6904761904761905,0,1.0,1
267,1,0.8378378378378377,0.6190476190476191,1,1.0,1
270,1,0.527027027027027,0.738095238095238,1,1.0,1
271,1,0.8108108108108107,0.5952380952380952,1,1.0,1
272,1,0.5540540540540542,0.8333333333333333,1,1.0,1
273,0,0.6486486486486487,0.8809523809523809,1,1.0,1
274,1,0.5405405405405406,0.7857142857142856,1,1.0,1
275,1,0.7567567567567568,0.738095238095238,1,1.0,1
276,1,0.7567567567567568,0.6904761904761905,1,1.0,1
277,0,0.7837837837837838,0.6190476190476191,1,1.0,1
278,1,0.7837837837837838,0.9047619047619047,1,1.0,1
279,1,0.5945945945945945,0.7619047619047619,0,1.0,1
280,1,0.5675675675675675,0.7857142857142856,1,1.0,1
281,1,0.7567567567567568,0.7857142857142856,1,1.0,1
282,0,0.7567567567567568,0.6428571428571429,1,1.0,1
283,1,0.5945945945945945,0.7857142857142856,1,1.0,1
284,1,0.7297297297297298,0.8809523809523809,1,1.0,1
285,0,0.7837837837837838,0.8571428571428571,0,1.0,1
286,1,0.7297297297297298,0.8095238095238094,0,0.0,1
287,1,0.5945945945945945,0.7142857142857142,0,1.0,1
289,1,0.7837837837837838,0.7619047619047619,1,1.0,1
290,1,0.8378378378378377,0.7857142857142856,1,1.0,0
291,1,0.48648648648648646,0.6666666666666666,0,0.0,0
292,0,0.5945945945945945,0.8333333333333333,0,1.0,1
293,1,0.7837837837837838,0.8095238095238094,0,1.0,1
294,1,0.6756756756756757,0.738095238095238,1,1.0,1
296,0,0.37837837837837834,0.6666666666666666,0,0.0,0
298,1,0.7567567567567568,0.8571428571428571,1,1.0,1
299,0,0.8108108108108107,0.8809523809523809,1,1.0,1
300,0,0.6756756756756757,0.9285714285714285,0,1.0,1
301,1,0.8918918918918919,0.7619047619047619,1,1.0,1
302,0,0.8378378378378377,0.8333333333333333,0,1.0,1
304,1,0.945945945945946,0.7857142857142856,0,0.0,1
306,1,0.7837837837837838,0.5238095238095238,1,1.0,1
308,0,0.8108108108108107,0.9047619047619047,1,1.0,1
310,0,0.8108108108108107,0.8095238095238094,1,1.0,0
311,1,0.5675675675675675,0.6666666666666666,0,0.0,0
312,1,0.7027027027027026,0.8095238095238094,0,1.0,1
313,0,0.7837837837837838,0.8333333333333333,0,1.0,1
314,0,0.6756756756756757,0.8809523809523809,1,1.0,1
315,0,0.8378378378378377,0.8333333333333333,1,1.0,1
316,1,0.6621621621621623,0.6904761904761905,0,1.0,1
317,0,0.7027027027027026,0.9285714285714285,1,1.0,1
318,0,1.0,0.5476190476190476,1,1.0,1
319,0,0.7027027027027026,0.738095238095238,1,1.0,1
320,0,0.6486486486486487,0.9285714285714285,1,1.0,1
321,1,0.6081081081081081,0.7619047619047619,1,1.0,0
323,0,0.972972972972973,0.9285714285714285,0,1.0,1
324,0,0.8108108108108107,0.6666666666666666,1,1.0,1
325,0,0.7837837837837838,0.8333333333333333,1,1.0,1
326,1,0.8918918918918919,0.8095238095238094,0,1.0,1
327,1,0.7297297297297298,0.7142857142857142,0,1.0,1
328,1,0.7567567567567568,0.8571428571428571,1,1.0,1
330,0,0.4594594594594595,0.8095238095238094,0,0.0,0
331,1,0.945945945945946,0.5952380952380952,0,1.0,1
332,1,0.8378378378378377,0.7142857142857142,0,1.0,1
333,1,0.6216216216216217,0.6666666666666666,0,0.0,0
334,1,0.6216216216216217,0.8809523809523809,0,1.0,1
336,1,0.7297297297297298,0.7857142857142856,1,1.0,1
337,0,0.5945945945945945,0.9285714285714285,1,1.0,1
338,1,0.7297297297297298,0.7857142857142856,0,1.0,1
339,1,0.6216216216216217,0.9285714285714285,0,1.0,1
340,1,0.7027027027027026,0.8809523809523809,1,1.0,1
341,1,0.7837837837837838,0.6666666666666666,1,1.0,0
342,1,0.9189189189189189,0.7619047619047619,1,1.0,1
343,1,0.8108108108108107,0.7619047619047619,0,1.0,1
345,1,0.6756756756756757,0.8809523809523809,1,1.0,1
346,1,0.9189189189189189,0.8333333333333333,0,1.0,1
347,1,0.7297297297297298,0.8095238095238094,1,1.0,0
348,0,0.8918918918918919,0.976190476190476,1,1.0,1
349,1,0.8108108108108107,0.8333333333333333,0,1.0,1
350,1,0.7702702702702702,0.8333333333333333,0,1.0,1
351,0,0.8108108108108107,0.8095238095238094,1,1.0,1
352,0,0.8918918918918919,0.8571428571428571,1,1.0,1
355,1,0.7972972972972974,0.7857142857142856,1,1.0,1
356,0,0.8378378378378377,0.8571428571428571,1,1.0,1
358,1,0.7837837837837838,0.47619047619047616,1,1.0,1
359,0,0.9189189189189189,0.8095238095238094,1,1.0,1
360,0,0.7837837837837838,0.9047619047619047,1,1.0,1
361,0,0.6756756756756757,0.8809523809523809,0,1.0,1
362,0,0.6216216216216217,0.7619047619047619,0,1.0,1
363,0,0.7027027027027026,0.8333333333333333,0,1.0,1
364,0,0.3243243243243244,0.6666666666666666,0,0.0,0
365,1,0.7297297297297298,0.8095238095238094,0,1.0,1
366,1,0.7837837837837838,0.8333333333333333,0,1.0,1
367,0,0.7567567567567568,0.8095238095238094,1,1.0,1
368,1,0.7837837837837838,0.7619047619047619,1,1.0,1
369,1,0.5945945945945945,0.6904761904761905,1,1.0,1
370,1,0.7297297297297298,0.9047619047619047,1,1.0,1
372,1,0.8648648648648649,0.9047619047619047,1,1.0,1
373,0,0.7297297297297298,0.8333333333333333,1,1.0,1
375,0,0.6486486486486487,0.7857142857142856,0,1.0,1
376,0,0.7567567567567568,0.7857142857142856,1,1.0,1
377,0,0.7837837837837838,0.9047619047619047,1,1.0,1
378,0,0.5945945945945945,0.7857142857142856,1,1.0,1
379,1,0.7027027027027026,0.7619047619047619,1,1.0,1
380,1,0.6486486486486487,0.6666666666666666,1,1.0,0
381,1,0.5135135135135136,0.6190476190476191,0,1.0,1
382,0,0.7297297297297298,0.7619047619047619,1,1.0,1
383,0,0.5405405405405406,0.8809523809523809,1,1.0,0
384,0,0.7837837837837838,0.7142857142857142,1,1.0,1
385,1,0.6216216216216217,0.8809523809523809,1,1.0,1
386,0,0.8378378378378377,0.9285714285714285,1,1.0,1
388,1,0.6621621621621623,0.6666666666666666,1,1.0,1
389,1,0.5810810810810811,0.6428571428571429,1,1.0,1
390,0,0.5135135135135136,0.7142857142857142,0,0.0,1
391,1,0.7027027027027026,0.5952380952380952,1,1.0,0
392,0,0.6486486486486487,0.8809523809523809,0,1.0,1
393,0,0.6486486486486487,0.8333333333333333,1,1.0,1
395,0,0.7027027027027026,0.8095238095238094,1,1.0,1
397,1,0.4594594594594595,0.6428571428571429,0,1.0,0
398,0,0.5135135135135136,0.6904761904761905,0,0.0,0
399,0,0.7297297297297298,0.7142857142857142,1,1.0,1
400,0,0.5945945945945945,0.6428571428571429,0,1.0,1
401,0,0.972972972972973,0.6904761904761905,1,1.0,1
403,1,0.7297297297297298,0.6666666666666666,0,0.0,1
404,1,0.6216216216216217,0.6666666666666666,0,1.0,0
405,0,0.6216216216216217,0.738095238095238,0,1.0,0
406,1,0.6216216216216217,0.8095238095238094,0,1.0,1
407,0,0.48648648648648646,0.5952380952380952,0,0.0,0
408,1,0.7837837837837838,0.7619047619047619,0,1.0,1
409,1,0.5135135135135136,0.6428571428571429,0,1.0,1
410,1,0.40540540540540543,0.5952380952380952,0,0.0,0
411,1,0.5945945945945945,0.9047619047619047,1,1.0,1
412,1,0.6756756756756757,0.5476190476190476,1,1.0,1
413,1,0.6486486486486487,0.6904761904761905,0,1.0,1
415,0,0.5135135135135136,0.6904761904761905,0,0.0,1
416,1,0.4324324324324325,0.6428571428571429,0,1.0,1
417,1,0.7297297297297298,0.7619047619047619,1,1.0,1
418,1,0.47297297297297297,0.5,0,0.0,1
419,0,0.7027027027027026,0.7857142857142856,0,1.0,1
420,1,0.7567567567567568,0.5714285714285714,0,1.0,1
421,1,0.8108108108108107,0.5714285714285714,1,1.0,1
422,1,0.5945945945945945,0.5476190476190476,1,1.0,0
423,1,0.9189189189189189,0.6190476190476191,0,0.0,1
424,1,0.5945945945945945,0.8095238095238094,0,1.0,1
425,1,0.4324324324324325,0.8571428571428571,0,1.0,0
427,0,0.7837837837837838,0.8809523809523809,1,1.0,1
428,0,0.6756756756756757,0.738095238095238,0,1.0,1
429,0,0.6756756756756757,0.7619047619047619,1,1.0,1
430,1,0.24324324324324326,0.7619047619047619,0,0.0,0
431,1,0.6756756756756757,0.9047619047619047,0,1.0,1
432,1,0.6756756756756757,0.7857142857142856,0,1.0,1
433,0,0.8378378378378377,0.8095238095238094,1,1.0,1
434,1,0.7837837837837838,0.8571428571428571,1,1.0,1
435,1,0.40540540540540543,0.8571428571428571,0,0.0,0
436,1,0.7027027027027026,0.9047619047619047,1,1.0,1
437,1,0.9189189189189189,0.8571428571428571,1,1.0,1
438,1,0.3243243243243244,0.7619047619047619,0,1.0,0
439,1,0.527027027027027,0.5714285714285714,0,0.0,1
440,0,0.7297297297297298,0.7142857142857142,0,1.0,1
441,0,0.37837837837837834,0.5952380952380952,0,1.0,0
442,0,0.6486486486486487,0.7142857142857142,1,1.0,1
443,0,0.24324324324324326,0.7142857142857142,0,0.0,0
444,0,0.4594594594594595,0.6666666666666666,0,0.0,0
445,1,0.7297297297297298,0.7619047619047619,0,1.0,1
446,0,0.25675675675675674,0.6666666666666666,0,1.0,0
447,1,0.8918918918918919,0.7142857142857142,1,1.0,1
448,1,0.48648648648648646,0.6904761904761905,1,1.0,1
449,1,0.9189189189189189,0.6190476190476191,0,0.0,1
450,1,0.6756756756756757,0.6666666666666666,0,1.0,1
451,0,0.27027027027027023,0.7142857142857142,0,1.0,0
452,1,0.4594594594594595,0.5238095238095238,0,1.0,0
453,1,0.6486486486486487,0.7857142857142856,1,1.0,1
454,1,0.6756756756756757,0.738095238095238,0,1.0,1
455,1,0.7027027027027026,0.8095238095238094,1,1.0,1
456,0,0.48648648648648646,0.7619047619047619,0,1.0,0
458,1,0.5945945945945945,0.8095238095238094,1,1.0,1
463,1,0.6756756756756757,0.7619047619047619,1,1.0,1
465,0,0.8378378378378377,0.8095238095238094,1,1.0,1
466,1,0.5,0.6428571428571429,0,1.0,0
467,1,0.4324324324324325,0.738095238095238,0,1.0,0
468,1,0.7027027027027026,0.7857142857142856,0,1.0,1
469,0,0.2972972972972973,0.7857142857142856,0,1.0,0
470,0,0.5945945945945945,0.7857142857142856,1,1.0,1
471,1,0.4324324324324325,0.7857142857142856,0,0.0,0
472,1,0.4594594594594595,0.7857142857142856,0,1.0,0
475,0,0.6486486486486487,0.738095238095238,0,1.0,1
476,1,0.4594594594594595,0.8809523809523809,0,1.0,1
477,1,0.6216216216216217,0.6190476190476191,0,1.0,0
478,0,0.3108108108108108,0.7857142857142856,0,0.0,1
479,1,0.8108108108108107,0.8571428571428571,0,1.0,1
480,1,0.5945945945945945,0.738095238095238,0,1.0,0
481,1,0.7837837837837838,0.7142857142857142,0,1.0,1
482,1,0.7972972972972974,0.8333333333333333,1,1.0,1
483,0,0.7837837837837838,0.8809523809523809,0,1.0,1
484,0,0.4594594594594595,0.7857142857142856,1,0.0,0
485,0,0.8108108108108107,0.5714285714285714,0,1.0,1
486,1,0.972972972972973,0.6666666666666666,0,1.0,1
487,1,0.7297297297297298,0.5952380952380952,0,0.0,1
489,0,0.41351351351351356,0.8095238095238094,0,0.0,1
490,0,0.8648648648648649,0.7857142857142856,1,1.0,1
491,0,0.6216216216216217,0.8095238095238094,0,1.0,1
492,1,0.7837837837837838,0.8571428571428571,0,1.0,1
493,0,0.7027027027027026,0.8095238095238094,0,1.0,1
494,1,0.6486486486486487,0.6666666666666666,0,1.0,1
495,0,0.8918918918918919,0.8809523809523809,1,1.0,0
496,1,0.7297297297297298,0.5714285714285714,1,1.0,1
497,1,0.8918918918918919,0.8571428571428571,1,1.0,1
498,0,0.5675675675675675,0.9285714285714285,1,1.0,0
499,1,0.8648648648648649,0.9523809523809523,1,1.0,1
500,0,0.8378378378378377,0.8095238095238094,1,1.0,1
501,1,0.945945945945946,0.7142857142857142,1,1.0,1
502,0,0.8648648648648649,0.8333333333333333,1,1.0,1
503,1,0.8648648648648649,0.7142857142857142,1,1.0,1
504,1,0.8108108108108107,0.8809523809523809,1,1.0,1
505,0,0.8378378378378377,0.9285714285714285,0,1.0,1
506,1,0.4594594594594595,0.6666666666666666,0,1.0,1
507,1,0.445945945945946,0.8333333333333333,0,0.0,0
508,1,0.945945945945946,0.7857142857142856,0,1.0,1
509,1,0.9189189189189189,0.8333333333333333,1,1.0,1
510,1,0.8378378378378377,0.8809523809523809,1,1.0,1
511,1,0.8378378378378377,0.8571428571428571,1,1.0,1
512,0,0.9189189189189189,0.7619047619047619,0,1.0,1
513,0,0.8378378378378377,0.8333333333333333,1,1.0,1
514,0,0.9189189189189189,0.8095238095238094,0,1.0,0
515,1,0.8918918918918919,0.8095238095238094,0,1.0,1
516,0,0.8108108108108107,0.8333333333333333,0,0.0,1
517,1,0.8108108108108107,0.8571428571428571,1,1.0,1
519,0,0.6486486486486487,0.8571428571428571,0,1.0,0
520,1,0.6216216216216217,0.6428571428571429,0,0.0,0
521,0,0.5675675675675675,0.6428571428571429,1,1.0,0
522,0,0.972972972972973,0.7142857142857142,1,1.0,1
523,1,0.8918918918918919,0.8095238095238094,1,1.0,1
524,1,0.8513513513513513,0.5476190476190476,0,1.0,0
525,0,0.7702702702702702,0.7142857142857142,0,0.0,1
526,0,0.8108108108108107,0.8333333333333333,1,1.0,1
527,1,0.5,0.6904761904761905,0,1.0,1
528,1,0.9189189189189189,0.8571428571428571,1,1.0,1
529,1,0.5945945945945945,0.9285714285714285,0,1.0,0
530,1,0.6486486486486487,0.5952380952380952,1,1.0,0
531,1,0.8648648648648649,0.8809523809523809,0,0.0,1
532,1,0.8918918918918919,0.7619047619047619,1,1.0,1
533,1,0.945945945945946,0.7142857142857142,0,0.0,1
534,0,0.7567567567567568,0.8571428571428571,0,0.0,1
